,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region
2628,Tieton Dam Hydro Electric Project,57496_G_UNIT1,57496,G,UNIT1,,Hydro,,WECC_PNW,Washington,53,Yakima,77,53077,6.9,0,2006,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,57496.0,46.658,-121.1287,,,,,,,,,0.0,0.0,POINT (-121.1287 46.658),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
2629,Tieton Dam Hydro Electric Project,57496_G_UNIT2,57496,G,UNIT2,,Hydro,,WECC_PNW,Washington,53,Yakima,77,53077,6.9,0,2006,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,57496.0,46.658,-121.1287,,,,,,,,,0.0,0.0,POINT (-121.1287 46.658),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
2695,Linden Wind Energy Project,57635_G_LW1,57635,G,LW1,,Onshore Wind,,WECC_PNW,Washington,53,Klickitat,39,53039,50.0,0,2010,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57635.0,45.744171,-120.783568,,,,,,,,,0.0,0.0,POINT (-120.783568 45.744171),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
2776,Coastal Energy Project,57756_G_1,57756,G,1,,Onshore Wind,,WECC_PNW,Washington,53,Grays Harbor,27,53027,6.0,0,2010,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57756.0,46.793581,-124.065412,,,,,,,,,0.0,0.0,POINT (-124.065412 46.793581),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
3075,NPI USA Cogeneration Plant,58352_B_B-11,58352,B,B-11,,Biomass,,WECC_PNW,Washington,53,Clallam,9,53009,20.0,11609,2013,9999,,,Y,Biomass,,,,AA + NH3,SNCR,,2013.0,ESPC,No,,,,,0.15272,0.15272,0.15272,0.15272,,,,,,,,,,,,Biomass,58352.0,48.134722,-123.465556,,,,,,,,,0.0,91.9,POINT (-123.465556 48.134722),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
3231,Tucannon River Wind Farm,58571_G_1,58571,G,1,,Onshore Wind,,WECC_PNW,Washington,53,Columbia,13,53013,266.8,0,2014,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58571.0,46.421111,-118.026944,,,,,,,,,0.0,0.0,POINT (-118.026944 46.421111),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
3901,Lund Hill,61045_G_WT1,61045,G,WT1,,Onshore Wind,,WECC_PNW,Washington,53,Klickitat,39,53039,60.0,0,2018,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,61045.0,45.888,-120.355,,,,,,,,,0.0,0.0,POINT (-120.355 45.888),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4071,Chandler,6406_G_1,6406,G,1,,Hydro,,WECC_PNW,Washington,53,Benton,5,53005,6.0,0,1956,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6406.0,46.26678,-119.589821,,,,,,,,,0.0,0.0,POINT (-119.589821 46.26678),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4072,Chandler,6406_G_2,6406,G,2,,Hydro,,WECC_PNW,Washington,53,Benton,5,53005,6.0,0,1956,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6406.0,46.26678,-119.589821,,,,,,,,,0.0,0.0,POINT (-119.589821 46.26678),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4073,Roza,6407_G_1,6407,G,1,,Hydro,,WECC_PNW,Washington,53,Yakima,77,53077,12.9,0,1958,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6407.0,46.618413,-120.477759,,,,,,,,,0.0,0.0,POINT (-120.477759 46.618413),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4121,Drop 2 (WA),6507_G_1,6507,G,1,,Hydro,,WECC_PNW,Washington,53,Yakima,77,53077,2.1,0,1942,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6507.0,46.4492,-120.5342,,,,,,,,,0.0,0.0,POINT (-120.5342 46.4492),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4237,Wynoochee,7127_G_1,7127,G,1,,Hydro,,WECC_PNW,Washington,53,Grays Harbor,27,53027,15.5,0,1994,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,7127.0,47.385072,-123.605225,,,,,,,,,0.0,0.0,POINT (-123.605225 47.385072),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4303,Cowlitz Falls,7427_G_U#1,7427,G,U#1,,Hydro,,WECC_PNW,Washington,53,Lewis,41,53041,35.0,0,1994,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,7427.0,46.4661,-122.1097,,,,,,,,,0.0,0.0,POINT (-122.1097 46.4661),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4304,Cowlitz Falls,7427_G_U#2,7427,G,U#2,,Hydro,,WECC_PNW,Washington,53,Lewis,41,53041,35.0,0,1994,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,7427.0,46.4661,-122.1097,,,,,,,,,0.0,0.0,POINT (-122.1097 46.4661),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4305,Dalles Dam North Fishway Project,7431_G_1,7431,G,1,,Hydro,,WECC_PNW,Oregon,41,Wasco,65,41065,5.0,0,1991,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,7431.0,45.614375,-121.136885,,,,,,,,,0.0,0.0,POINT (-121.136885 45.614375),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4323,McNary Dam Fish Attraction Project,7511_G_1,7511,G,1,,Hydro,,WECC_PNW,Washington,53,Benton,5,53005,9.0,0,1997,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,7511.0,45.940034,-119.299078,,,,,,,,,0.0,0.0,POINT (-119.299078 45.940034),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4345,River Road Gen Plant,7605_G_1,7605,G,1,3137.0,Combined Cycle,,WECC_PNW,Washington,53,Clark,11,53011,220.0,7273,1997,9999,,,N,Natural Gas,,,,,SCR,1997.0,,,,,,,,0.01331,0.01331,0.01331,0.01331,,,,,,,,,,,,Natural Gas,7605.0,45.6497,-122.7256,,,,,,,,,2.381000415400321,117.0,POINT (-122.7256 45.6497),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4367,Roosevelt Biogas 1,7832_G_1,7832,G,1,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,2.1,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4368,Roosevelt Biogas 1,7832_G_2,7832,G,2,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,2.1,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4369,Roosevelt Biogas 1,7832_G_3,7832,G,3,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,2.1,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4370,Roosevelt Biogas 1,7832_G_4,7832,G,4,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,2.1,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4371,Roosevelt Biogas 1,7832_G_5,7832,G,5,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,2.1,13500,2000,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4372,Roosevelt Biogas 1,7832_G_7,7832,G,7,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,10.0,13500,2011,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4373,Roosevelt Biogas 1,7832_G_8,7832,G,8,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,10.0,13500,2011,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4374,Roosevelt Biogas 1,7832_G_9,7832,G,9,,Landfill Gas,,WECC_PNW,Washington,53,Klickitat,39,53039,6.0,13500,2011,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,7832.0,45.801549,-120.167176,,,,,,,,,0.0,117.0,POINT (-120.167176 45.801549),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4387,Nine Canyon,7936_G_1,7936,G,1,,Onshore Wind,,WECC_PNW,Washington,53,Benton,5,53005,95.0,0,2002,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,7936.0,46.0958,-119.0964,,,,,,,,,0.0,0.0,POINT (-119.0964 46.0958),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4411,Grays Harbor Energy Facility,7999_G_CT1,7999,G,CT1,89846.0,Combined Cycle,,WECC_PNW,Washington,53,Grays Harbor,27,53027,165.0,7461,2008,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.0083,0.0083,0.0083,0.0083,,,,,,,,,,,,Natural Gas,7999.0,46.9692,-123.48,,,,,,,,,2.381000415400321,117.0,POINT (-123.48 46.9692),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4412,Grays Harbor Energy Facility,7999_G_CT2,7999,G,CT2,89847.0,Combined Cycle,,WECC_PNW,Washington,53,Grays Harbor,27,53027,172.0,7461,2008,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.0083,0.0083,0.0083,0.0083,,,,,,,,,,,,Natural Gas,7999.0,46.9692,-123.48,,,,,,,,,2.381000415400321,117.0,POINT (-123.48 46.9692),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
4413,Grays Harbor Energy Facility,7999_G_ST1,7999,G,ST1,,Combined Cycle,,WECC_PNW,Washington,53,Grays Harbor,27,53027,300.0,7461,2008,9999,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2008.0,,,,,,,,0.0083,0.0083,0.0083,0.0083,,,,,,,,,,,,Natural Gas,7999.0,46.9692,-123.48,,,,,,,,,2.381000415400321,117.0,POINT (-123.48 46.9692),1,2,2,34.9567996089,7.6512303745,p2,rto1,WA
811,Crystal Mountain,3853_G_1,3853,G,1,,Combustion Turbine,IC Engine,WECC_PNW,Washington,53,Pierce,53,53053,2.5,11558,1969,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,2.63,1.77612,1.77612,1.77612,1.77612,,,,,,,,,,,,Distillate Fuel Oil,3853.0,46.953468,-121.475198,,,,,,,,,19.13758483593252,160.1,POINT (-121.475198 46.953468),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
812,Electron,3854_G_1,3854,G,1,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,5.7,0,1904,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3854.0,46.990967,-122.174921,,,,,,,,,0.0,0.0,POINT (-122.174921 46.990967),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
813,Electron,3854_G_2,3854,G,2,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,5.9,0,1904,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3854.0,46.990967,-122.174921,,,,,,,,,0.0,0.0,POINT (-122.174921 46.990967),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
814,Electron,3854_G_3,3854,G,3,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,6.3,0,1904,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3854.0,46.990967,-122.174921,,,,,,,,,0.0,0.0,POINT (-122.174921 46.990967),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
815,Electron,3854_G_4,3854,G,4,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,7.9,0,1929,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3854.0,46.990967,-122.174921,,,,,,,,,0.0,0.0,POINT (-122.174921 46.990967),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
816,Lower Baker,3855_G_3,3855,G,3,,Hydro,,WECC_PNW,Washington,53,Skagit,57,53057,80.8,0,1960,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3855.0,48.5478,-121.7407,,,,,,,,,0.0,0.0,POINT (-121.7407 48.5478),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
817,Lower Baker,3855_G_4,3855,G,4,,Hydro,,WECC_PNW,Washington,53,Skagit,57,53057,30.4,0,2013,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3855.0,48.5478,-121.7407,,,,,,,,,0.0,0.0,POINT (-121.7407 48.5478),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
820,Snoqualmie,3860_G_5A,3860,G,5A,,Hydro,,WECC_PNW,Washington,53,King,33,53033,5.6,0,2013,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3860.0,47.54011,-121.83702,,,,,,,,,0.0,0.0,POINT (-121.83702 47.54011),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
821,Upper Baker,3861_G_1,3861,G,1,,Hydro,,WECC_PNW,Washington,53,Whatcom,73,53073,52.5,0,1959,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3861.0,48.649,-121.6907,,,,,,,,,0.0,0.0,POINT (-121.6907 48.649),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
822,Upper Baker,3861_G_2,3861,G,2,,Hydro,,WECC_PNW,Washington,53,Whatcom,73,53073,52.5,0,1959,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3861.0,48.649,-121.6907,,,,,,,,,0.0,0.0,POINT (-121.6907 48.649),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
839,Yelm,3878_G_1,3878,G,1,,Hydro,,WECC_PNW,Washington,53,Thurston,67,53067,2.7,0,1930,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3878.0,46.974912,-122.635795,,,,,,,,,0.0,0.0,POINT (-122.635795 46.974912),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
840,Yelm,3878_G_2,3878,G,2,,Hydro,,WECC_PNW,Washington,53,Thurston,67,53067,2.7,0,1930,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3878.0,46.974912,-122.635795,,,,,,,,,0.0,0.0,POINT (-122.635795 46.974912),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
841,Yelm,3878_G_3,3878,G,3,,Hydro,,WECC_PNW,Washington,53,Thurston,67,53067,6.0,0,1955,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3878.0,46.974912,-122.635795,,,,,,,,,0.0,0.0,POINT (-122.635795 46.974912),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
844,Rocky Reach,3883_G_C-1,3883,G,C-1,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,104.9,0,1961,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
845,Rocky Reach,3883_G_C-10,3883,G,C-10,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,129.9,0,1974,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
846,Rocky Reach,3883_G_C-11,3883,G,C-11,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,129.9,0,1974,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
847,Rocky Reach,3883_G_C-2,3883,G,C-2,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,104.9,0,1961,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
848,Rocky Reach,3883_G_C-3,3883,G,C-3,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,104.9,0,1961,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
849,Rocky Reach,3883_G_C-4,3883,G,C-4,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,104.9,0,1961,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
850,Rocky Reach,3883_G_C-5,3883,G,C-5,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,104.9,0,1961,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
851,Rocky Reach,3883_G_C-6,3883,G,C-6,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,104.9,0,1961,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
852,Rocky Reach,3883_G_C-7,3883,G,C-7,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,104.9,0,1961,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
853,Rocky Reach,3883_G_C-8,3883,G,C-8,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,129.9,0,1973,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
854,Rocky Reach,3883_G_C-9,3883,G,C-9,,Hydro,,WECC_PNW,Washington,53,Chelan,7,53007,129.9,0,1973,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3883.0,47.533611,-120.295278,,,,,,,,,0.0,0.0,POINT (-120.295278 47.533611),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
855,Wells,3886_G_U-1,3886,G,U-1,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1967,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
856,Wells,3886_G_U-10,3886,G,U-10,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1969,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
857,Wells,3886_G_U-2,3886,G,U-2,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1967,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
858,Wells,3886_G_U-3,3886,G,U-3,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1967,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
859,Wells,3886_G_U-4,3886,G,U-4,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1967,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
860,Wells,3886_G_U-5,3886,G,U-5,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1967,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
861,Wells,3886_G_U-6,3886,G,U-6,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1967,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
862,Wells,3886_G_U-7,3886,G,U-7,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1967,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
863,Wells,3886_G_U-8,3886,G,U-8,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1968,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
864,Wells,3886_G_U-9,3886,G,U-9,,Hydro,,WECC_PNW,Washington,53,Douglas,17,53017,84.0,0,1969,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3886.0,47.9469,-119.8653,,,,,,,,,0.0,0.0,POINT (-119.8653 47.9469),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
875,Wanapum,3888_G_10A,3888,G,10A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2014,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
