,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region
876,Wanapum,3888_G_1A,3888,G,1A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2013,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
877,Wanapum,3888_G_2A,3888,G,2A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2012,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
878,Wanapum,3888_G_3A,3888,G,3A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2017,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
879,Wanapum,3888_G_4A,3888,G,4A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2020,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
880,Wanapum,3888_G_5A,3888,G,5A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2012,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
881,Wanapum,3888_G_6A,3888,G,6A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2016,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
882,Wanapum,3888_G_7A,3888,G,7A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2011,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
883,Wanapum,3888_G_8A,3888,G,8A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2018,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
884,Wanapum,3888_G_9A,3888,G,9A,,Hydro,,WECC_PNW,Washington,53,Grant,25,53025,122.0,0,2015,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3888.0,46.8731,-119.9703,,,,,,,,,0.0,0.0,POINT (-119.9703 46.8731),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
921,Alder,3913_G_11,3913,G,11,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,25.2,0,1947,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3913.0,46.8016,-122.3102,,,,,,,,,0.0,0.0,POINT (-122.3102 46.8016),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
922,Alder,3913_G_12,3913,G,12,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,25.2,0,1945,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3913.0,46.8016,-122.3102,,,,,,,,,0.0,0.0,POINT (-122.3102 46.8016),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
930,LaGrande,3916_G_1,3916,G,1,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,6.0,0,1912,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3916.0,46.8328,-122.3196,,,,,,,,,0.0,0.0,POINT (-122.3196 46.8328),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
931,LaGrande,3916_G_2,3916,G,2,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,6.0,0,1912,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3916.0,46.8328,-122.3196,,,,,,,,,0.0,0.0,POINT (-122.3196 46.8328),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
932,LaGrande,3916_G_3,3916,G,3,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,6.0,0,1912,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3916.0,46.8328,-122.3196,,,,,,,,,0.0,0.0,POINT (-122.3196 46.8328),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
933,LaGrande,3916_G_4,3916,G,4,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,6.0,0,1912,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3916.0,46.8328,-122.3196,,,,,,,,,0.0,0.0,POINT (-122.3196 46.8328),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
934,LaGrande,3916_G_5,3916,G,5,,Hydro,,WECC_PNW,Washington,53,Pierce,53,53053,40.0,0,1945,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,3916.0,46.8328,-122.3196,,,,,,,,,0.0,0.0,POINT (-122.3196 46.8328),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1390,Twin Falls Hydro,50827_G_UNI1,50827,G,UNI1,,Hydro,,WECC_PNW,Washington,53,King,33,53033,11.4,0,1989,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,50827.0,47.444554,-121.687812,,,,,,,,,0.0,0.0,POINT (-121.687812 47.444554),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1391,Twin Falls Hydro,50827_G_UNI2,50827,G,UNI2,,Hydro,,WECC_PNW,Washington,53,King,33,53033,11.4,0,1989,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,50827.0,47.444554,-121.687812,,,,,,,,,0.0,0.0,POINT (-121.687812 47.444554),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1544,Koma Kulshan Associates,54267_G_GEN1,54267,G,GEN1,,Hydro,,WECC_PNW,Washington,53,Whatcom,73,53073,12.4,0,1990,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54267.0,48.680178,-121.723294,,,,,,,,,0.0,0.0,POINT (-121.723294 48.680178),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1545,March Point Cogeneration,54268_G_GTG1,54268,G,GTG1,,Combustion Turbine,,WECC_PNW,Washington,53,Skagit,57,53057,39.6,11497,1991,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,,,Natural Gas,54268.0,48.4708,-122.56,,,,,,,,,2.381000415400321,117.0,POINT (-122.56 48.4708),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1546,March Point Cogeneration,54268_G_GTG2,54268,G,GTG2,,Combustion Turbine,,WECC_PNW,Washington,53,Skagit,57,53057,40.0,11497,1991,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,,,Natural Gas,54268.0,48.4708,-122.56,,,,,,,,,2.381000415400321,117.0,POINT (-122.56 48.4708),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1547,March Point Cogeneration,54268_G_GTG3,54268,G,GTG3,,Combustion Turbine,,WECC_PNW,Washington,53,Skagit,57,53057,40.6,11497,1993,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,,,Natural Gas,54268.0,48.4708,-122.56,,,,,,,,,2.381000415400321,117.0,POINT (-122.56 48.4708),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1572,Weeks Falls,54387_G_GEN1,54387,G,GEN1,,Hydro,,WECC_PNW,Washington,53,King,33,53033,4.2,0,1990,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54387.0,47.43348,-121.6483,,,,,,,,,0.0,0.0,POINT (-121.6483 47.43348),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1580,Sumas Power Plant,54476_G_GEN1,54476,G,GEN1,90428.0,Combined Cycle,,WECC_PNW,Washington,53,Whatcom,73,53073,84.7,7841,1993,9999,,,Y,Natural Gas,,,,STM,SCR,,,,,,,,,0.01913,0.01913,0.01913,0.01913,,,,,,,,,,,,Natural Gas,54476.0,48.9905,-122.2733,,,,,,,,,2.381000415400321,117.0,POINT (-122.2733 48.9905),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1581,Sumas Power Plant,54476_G_GEN2,54476,G,GEN2,,Combined Cycle,,WECC_PNW,Washington,53,Whatcom,73,53073,40.8,7841,1993,9999,,,Y,Natural Gas,,,,STM,SCR,,,,,,,,,0.01913,0.01913,0.01913,0.01913,,,,,,,,,,,,Natural Gas,54476.0,48.9905,-122.2733,,,,,,,,,2.381000415400321,117.0,POINT (-122.2733 48.9905),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1585,Ferndale Generating Station,54537_G_CT1A,54537,G,CT1A,90752.0,Combined Cycle,,WECC_PNW,Washington,53,Whatcom,73,53073,86.0,7531,1994,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,SCR,,,,,,,,2.47,0.02508,0.02508,0.02508,0.02508,,,,,,,,,,,,Natural Gas,54537.0,48.828996,-122.685114,,,,,,,,,2.381000415400321,117.0,POINT (-122.685114 48.828996),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1586,Ferndale Generating Station,54537_G_CT1B,54537,G,CT1B,90753.0,Combined Cycle,,WECC_PNW,Washington,53,Whatcom,73,53073,86.0,7531,1994,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,SCR,,,,,,,,2.47,0.02508,0.02508,0.02508,0.02508,,,,,,,,,,,,Natural Gas,54537.0,48.828996,-122.685114,,,,,,,,,2.381000415400321,117.0,POINT (-122.685114 48.828996),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1587,Ferndale Generating Station,54537_G_ST1,54537,G,ST1,,Combined Cycle,,WECC_PNW,Washington,53,Whatcom,73,53073,98.0,7531,1994,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,SCR,1994.0,,,,,,,2.47,0.02508,0.02508,0.02508,0.02508,,,,,,,,,,,,Natural Gas,54537.0,48.828996,-122.685114,,,,,,,,,2.381000415400321,117.0,POINT (-122.685114 48.828996),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1643,Black Creek,54860_G_GEN1,54860,G,GEN1,,Hydro,,WECC_PNW,Washington,53,King,33,53033,3.7,0,1994,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54860.0,47.549652,-121.710517,,,,,,,,,0.0,0.0,POINT (-121.710517 47.549652),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1890,Frederickson Power LP,55818_G_FICT,55818,G,FICT,88233.0,Combined Cycle,,WECC_PNW,Washington,53,Pierce,53,53053,160.0,7161,2002,9999,,,N,Natural Gas,,,,DLNB + NH3,SCR,,,,,,,,,0.01134,0.01134,0.01134,0.01134,,,,,,,,,,,,Natural Gas,55818.0,47.086111,-122.365674,,,,,,,,,2.381000415400321,117.0,POINT (-122.365674 47.086111),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
1891,Frederickson Power LP,55818_G_FIST,55818,G,FIST,,Combined Cycle,,WECC_PNW,Washington,53,Pierce,53,53053,82.0,7161,2002,9999,,,N,Natural Gas,,,,DLNB + NH3,SCR,2002.0,,,,,,,,0.01134,0.01134,0.01134,0.01134,,,,,,,,,,,,Natural Gas,55818.0,47.086111,-122.365674,,,,,,,,,2.381000415400321,117.0,POINT (-122.365674 47.086111),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2053,Wild Horse,56322_G_1,56322,G,1,,Onshore Wind,,WECC_PNW,Washington,53,Kittitas,37,53037,228.6,0,2006,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56322.0,47.036269,-120.206494,,,,,,,,,0.0,0.0,POINT (-120.206494 47.036269),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2054,Wild Horse,56322_G_WH2,56322,G,WH2,,Onshore Wind,,WECC_PNW,Washington,53,Kittitas,37,53037,44.0,0,2009,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56322.0,47.036269,-120.206494,,,,,,,,,0.0,0.0,POINT (-120.206494 47.036269),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2055,Wild Horse,56322_G_WHS1,56322,G,WHS1,,Solar PV,,WECC_PNW,Washington,53,Kittitas,37,53037,0.5,0,2007,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,56322.0,47.036269,-120.206494,,,,,,,,,0.0,0.0,POINT (-120.206494 47.036269),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2073,Sierra Pacific Burlington Facility,56406_B_BLR1,56406,B,BLR1,,Biomass,,WECC_PNW,Washington,53,Skagit,57,53057,24.6,12601,2007,9999,,,Y,Biomass,,,,,SNCR,,2007.0,ESPC + C,No,,,,,0.15038,0.15038,0.15038,0.15038,,,,,,,,,,,,Biomass,56406.0,48.4481,-122.4331,,,,,,,,,0.0,91.9,POINT (-122.4331 48.4481),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2225,Sagebrush Power Partners,56858_G_GEN1,56858,G,GEN1,,Onshore Wind,,WECC_PNW,Washington,53,Kittitas,37,53037,100.7,0,2010,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56858.0,47.1356,-120.6872,,,,,,,,,0.0,0.0,POINT (-120.6872 47.1356),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2358,WestRock (WA),57099_B_4RB,57099,B,4RB,,Non-Fossil Waste,,WECC_PNW,Washington,53,Pierce,53,53053,28.0,11414,1973,9999,,,Y,Non-Fossil Waste,,,,,,,,ESPC,No,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,57099.0,47.266069,-122.428288,,,,,,,,,0.0,160.1,POINT (-122.428288 47.266069),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2359,WestRock (WA),57099_B_7PB,57099,B,7PB,,Non-Fossil Waste,,WECC_PNW,Washington,53,Pierce,53,53053,28.0,11414,1991,9999,,,Y,Non-Fossil Waste,,,,OFA,,,,ESPC + C,No,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,57099.0,47.266069,-122.428288,,,,,,,,,0.0,160.1,POINT (-122.428288 47.266069),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2384,Vantage Wind Energy LLC,57188_G_1,57188,G,1,,Onshore Wind,,WECC_PNW,Washington,53,Kittitas,37,53037,90.0,0,2010,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57188.0,46.9547,-120.1819,,,,,,,,,0.0,0.0,POINT (-120.1819 46.9547),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2505,Cedar Hills,57298_G_1,57298,G,1,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2506,Cedar Hills,57298_G_10,57298,G,10,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2507,Cedar Hills,57298_G_11,57298,G,11,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2508,Cedar Hills,57298_G_12,57298,G,12,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2509,Cedar Hills,57298_G_13,57298,G,13,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2510,Cedar Hills,57298_G_14,57298,G,14,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2511,Cedar Hills,57298_G_15,57298,G,15,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2512,Cedar Hills,57298_G_16,57298,G,16,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2513,Cedar Hills,57298_G_17,57298,G,17,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2514,Cedar Hills,57298_G_18,57298,G,18,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2515,Cedar Hills,57298_G_2,57298,G,2,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2516,Cedar Hills,57298_G_3,57298,G,3,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2517,Cedar Hills,57298_G_4,57298,G,4,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2518,Cedar Hills,57298_G_5,57298,G,5,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2519,Cedar Hills,57298_G_6,57298,G,6,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2520,Cedar Hills,57298_G_7,57298,G,7,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2521,Cedar Hills,57298_G_8,57298,G,8,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2522,Cedar Hills,57298_G_9,57298,G,9,,Landfill Gas,,WECC_PNW,Washington,53,King,33,53033,0.3,13500,2009,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,57298.0,47.455833,-122.042778,,,,,,,,,0.0,117.0,POINT (-122.042778 47.455833),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2780,Youngs Creek Hydroelectric Project,57763_G_1,57763,G,1,,Hydro,,WECC_PNW,Washington,53,Snohomish,61,53061,7.9,0,2011,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,57763.0,47.7916,-121.8,,,,,,,,,0.0,0.0,POINT (-121.8 47.7916),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
2891,Darrington,57969_G_GEN1,57969,G,GEN1,,Biomass,,WECC_PNW,Washington,53,Snohomish,61,53061,4.5,11373,2007,9999,,,Y,Biomass,,,,,,,,,,,,,,0.25617,0.25617,0.25617,0.25617,,,,,,,,,,,,Biomass,57969.0,48.269737,-121.599979,,,,,,,,,0.0,91.9,POINT (-121.599979 48.269737),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
3141,Swauk Wind LLC,58441_G_SW,58441,G,SW,,Onshore Wind,,WECC_PNW,Washington,53,Kittitas,37,53037,4.3,0,2012,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58441.0,47.139167,-120.753056,,,,,,,,,0.0,0.0,POINT (-120.753056 47.139167),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
3294,LRI LFGTE Facility,58688_G_A,58688,G,A,,Landfill Gas,,WECC_PNW,Washington,53,Pierce,53,53053,1.5,13500,2013,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,58688.0,46.975556,-122.290556,,,,,,,,,0.0,117.0,POINT (-122.290556 46.975556),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
3295,LRI LFGTE Facility,58688_G_B,58688,G,B,,Landfill Gas,,WECC_PNW,Washington,53,Pierce,53,53053,1.5,13500,2013,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,58688.0,46.975556,-122.290556,,,,,,,,,0.0,117.0,POINT (-122.290556 46.975556),0,1,1,38.2064776067,5.20597542572,p1,rto1,WA
